Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type Num,Strain [minNm]
L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,0,2257.2000000000003
M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,1,2495.6000000000004
M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,1,2456.6
M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,1,2826.8
L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,0,2833.6
H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,2,2441.1
L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,0,4015.2
L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,0,4747.2
L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,0,5060.0
M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,1,3681.0
M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,1,3561.8999999999996
L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,0,3792.0
H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,2,3537.8
M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,1,3831.6000000000004
L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,0,4038.6000000000004
M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,1,5583.6
L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,0,4662.0
L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,0,4859.0
L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,0,4301.0
M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,1,6072.3
M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,1,6468.0
L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,0,3616.2
L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,0,3350.0
L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,0,1625.6000000000001
L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,0,5211.599999999999
L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,0,6288.0
M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,1,3591.0
L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,0,3644.8
M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,1,6265.2
L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,0,7176.9
L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,0,8637.199999999999
L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,0,6989.0
M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,1,8055.599999999999
L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,0,7005.0
L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,0,5791.2
M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,1,6683.599999999999
M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,1,8195.4
L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,0,6384.0
L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,0,6107.400000000001
L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,0,6986.400000000001
M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,1,4797.4
H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,2,7368.400000000001
L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,0,8647.800000000001
L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,0,2974.3999999999996
L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,0,5411.2
L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,0,5813.999999999999
L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,0,10883.6
L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,0,8445.6
L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,0,10713.6
L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,0,9757.199999999999
M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,1,7999.0
M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,1,8569.199999999999
L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,0,8094.799999999999
M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,1,8890.199999999999
L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,0,8904.3
L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,0,9784.6
L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,0,7072.5
L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,0,6727.5
L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,0,8945.199999999999
L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,0,7975.799999999999
L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,0,10671.300000000001
L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,0,0.0
M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,1,76.4
M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,1,198.0
M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,1,248.8
L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,0,607.2
L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,0,570.6999999999999
L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,0,685.5
M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,1,491.29999999999995
L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,0,898.0
M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,1,928.4000000000001
M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,1,922.5
L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,0,1744.3999999999999
L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,0,1113.0
L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,0,1340.8
M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,1,1349.8000000000002
M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,1,876.9
M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,1,1788.0
L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,0,1771.6000000000001
L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,0,1633.4999999999998
L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,0,1809.5
L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,0,2557.8
M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,1,1764.6000000000001
L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,0,2116.8
H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,2,2609.6
L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,0,3751.5
H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,2,2841.3
L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,0,2529.6000000000004
L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,0,1869.0
L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,0,2808.0
M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,1,4432.599999999999
L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,0,3457.2999999999997
L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,0,2994.1
M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,1,3377.7000000000003
H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,2,3872.4
M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,1,2759.0
L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,0,3330.4
L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,0,4380.400000000001
L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,0,5510.4
H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,2,4664.8
L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,0,5520.8
L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,0,4473.0
L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,0,4526.099999999999
H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,2,4578.0
L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,0,4582.8
L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,0,5034.4
L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,0,495.6
L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,0,4284.0
M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,1,5233.8
L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,0,5187.5
L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,0,2095.5
L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,0,4076.4
M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,1,4283.700000000001
H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,2,5922.8
H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,2,5893.599999999999
M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,1,6019.2
M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,1,5439.0
L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,0,7470.0
L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,0,6247.2
L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,0,5836.599999999999
H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,2,6458.4
L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,0,3638.6000000000004
M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,1,9339.9
L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,0,5312.0
M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,1,6636.0
L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,0,6395.4
L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,0,9843.699999999999
L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,0,5897.500000000001
M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,1,5433.9
M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,1,6462.0
M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,1,6405.0
L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,0,7960.799999999999
M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,1,10490.4
L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,0,7238.9
L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,0,8800.800000000001
L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,0,8482.5
L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,0,7643.599999999999
L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,0,9910.199999999999
H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,2,9989.7
M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,1,8240.0
L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,0,8192.800000000001
L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,0,6372.2
L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,0,7476.3
M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,1,5891.0
M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,1,10071.6
L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,0,9569.3
M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,1,0.0
M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,1,125.69999999999999
L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,0,210.0
L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,0,274.4
H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,2,482.0
L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,0,369.0
M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,1,702.0999999999999
L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,0,750.0
L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,0,866.8
L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,0,1075.1999999999998
L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,0,1008.8
L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,0,929.6000000000001
L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,0,840.0
L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,0,956.8
M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,1,1978.8000000000002
L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,0,762.2
M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,1,772.2
L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,0,1520.4
L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,0,1575.1999999999998
M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,1,2010.2
L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,0,2249.1
L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,0,1805.3999999999999
L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,0,2411.5
L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,0,2783.0
M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,1,2040.6
M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,1,2544.0
L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,0,2280.6000000000004
M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,1,2093.0
L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,0,2373.2
L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,0,3178.0
L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,0,2145.6
L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,0,2471.6
H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,2,3982.4
L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,0,2008.8
H,297.4,309.3,1516,43.0,83,0,0,0,0,0,0,2,3569.0
M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,1,3238.3999999999996
M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,1,2347.8
L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,0,4277.0
L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,0,5020.799999999999
L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,0,2420.6
H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,2,3610.0
M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,1,2793.0
L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,0,2386.8
L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,0,2673.0
M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,1,4401.599999999999
L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,0,6118.0
L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,0,4726.8
L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,0,3498.6
L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,0,6570.299999999999
M,297.4,309.3,1622,35.0,123,0,0,0,0,0,0,1,4305.0
M,297.4,309.3,1564,36.0,126,0,0,0,0,0,0,1,4536.0
H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,2,5843.7
M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,1,5654.8
L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,0,6863.7
M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,1,6713.7
L,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,0,4913.2
L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,0,5846.400000000001
L,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,0,8497.2
M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,1,5091.2
L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,0,4665.9
L,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,0,5385.6
H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,2,4975.5
H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,2,5728.0
M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,1,5560.500000000001
M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,1,5073.599999999999
L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,0,3779.1000000000004
M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,1,6089.6
L,297.7,309.7,1498,41.0,176,0,0,0,0,0,0,0,7216.0
M,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,1,5162.0
L,297.8,309.9,1351,49.0,181,0,0,0,0,0,0,0,8869.0
L,297.9,309.9,1472,45.0,183,0,0,0,0,0,0,0,8235.0
M,297.9,310.0,1439,41.7,185,0,0,0,0,0,0,1,7714.500000000001
M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,1,10415.199999999999
H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,2,9760.1
L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,0,7389.200000000001
L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,0,7286.4
M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,1,6260.0
M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,1,5176.5
L,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,0,8837.4
L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,0,10233.6
H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,2,6762.000000000001
H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,2,10363.0
L,297.6,309.5,2001,20.5,220,0,0,0,0,0,0,0,4510.0
L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,0,11055.599999999999
H,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,2,7414.400000000001
L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,0,7648.599999999999
L,297.6,309.4,1491,40.2,231,0,0,0,0,0,0,0,9286.2
L,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,0,8551.1
H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,2,9799.5
H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,2,6696.0
L,297.5,309.6,1312,50.7,0,0,0,0,0,0,0,0,0.0
H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,2,100.8
M,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,1,371.7
M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,1,373.0
H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,2,605.8000000000001
L,297.7,309.6,1480,47.9,18,0,0,0,0,0,0,0,862.1999999999999
H,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,2,622.0
L,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,0,932.4999999999999
L,297.9,309.7,2194,16.8,27,0,0,0,0,0,0,0,453.6
L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,0,617.7
L,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,0,2219.6
L,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,0,1115.3999999999999
M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,1,1046.5
L,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,0,1919.0
M,298.0,309.9,1565,33.9,40,0,0,0,0,0,0,1,1356.0
L,298.0,309.9,1403,47.7,43,0,0,0,0,0,0,0,2051.1
L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,0,1462.5
L,298.1,310.0,1534,33.7,47,0,0,0,0,0,0,0,1583.9
L,298.1,310.0,1553,40.9,49,0,0,0,0,0,0,0,2004.1
L,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,0,1672.8
L,298.1,309.9,1634,30.0,53,0,0,0,0,0,0,0,1590.0
M,298.0,309.9,1445,45.2,55,0,0,0,0,0,0,1,2486.0
L,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,0,1763.1999999999998
H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,2,1746.0
M,298.1,310.0,1393,43.1,65,0,0,0,0,0,0,1,2801.5
H,298.2,310.0,1433,44.2,68,0,0,0,0,0,0,2,3005.6000000000004
L,298.3,310.0,1507,44.7,73,0,0,0,0,0,0,0,3263.1000000000004
M,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,1,3720.0
L,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,0,3533.3999999999996
M,298.4,310.2,1725,32.0,80,0,0,0,0,0,0,1,2560.0
L,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,0,1967.1
H,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,2,3196.0
L,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,0,3266.9999999999995
L,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,0,3238.4
L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,0,3966.8
M,298.4,310.1,1335,57.8,96,0,0,0,0,0,0,1,5548.799999999999
L,298.3,310.1,1523,45.9,99,0,0,0,0,0,0,0,4544.099999999999
L,298.3,310.0,1460,47.6,101,0,0,0,0,0,0,0,4807.6
L,298.4,310.0,1554,37.3,103,0,0,0,0,0,0,0,3841.8999999999996
H,298.3,310.0,1419,47.1,105,0,0,0,0,0,0,2,4945.5
L,298.3,310.0,1442,43.9,110,0,0,0,0,0,0,0,4829.0
L,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,0,4659.2
L,298.3,310.0,1858,23.9,114,0,0,0,0,0,0,0,2724.6
L,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,0,5092.4
L,298.2,309.7,1585,37.4,118,0,0,0,0,0,0,0,4413.2
L,298.0,309.6,1536,37.3,120,0,0,0,0,0,0,0,4476.0
L,298.0,309.6,1403,51.3,122,0,0,0,0,0,0,0,6258.599999999999
M,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,1,4811.2
L,297.9,309.5,1390,47.9,127,0,0,0,0,0,0,0,6083.3
M,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,1,7572.3
M,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,1,4818.0
H,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,2,4077.0
L,297.7,309.4,1392,44.1,140,0,0,0,0,0,0,0,6174.0
M,297.7,309.4,1461,43.7,142,0,0,0,0,0,0,1,6205.400000000001
L,297.7,309.3,1559,36.9,145,0,0,0,0,0,0,0,5350.5
H,297.7,309.3,1400,48.9,147,0,0,0,0,0,0,2,7188.3
M,297.7,309.2,1732,28.8,152,0,0,0,0,0,0,1,4377.6
L,297.6,309.2,1611,33.1,155,0,0,0,0,0,0,0,5130.5
L,297.6,309.1,1503,38.9,157,0,0,0,0,0,0,0,6107.3
L,297.7,309.2,1391,44.5,159,0,0,0,0,0,0,0,7075.5
L,297.8,309.3,2015,20.1,161,0,0,0,0,0,0,0,3236.1000000000004
L,297.8,309.2,1683,30.9,163,0,0,0,0,0,0,0,5036.7
L,297.7,309.1,1435,38.8,165,0,0,0,0,0,0,0,6401.999999999999
M,297.7,309.1,1732,28.1,167,0,0,0,0,0,0,1,4692.7
L,297.7,309.2,1365,58.6,170,0,0,0,0,0,0,0,9962.0
L,297.7,309.1,1562,36.8,172,0,0,0,0,0,0,0,6329.599999999999
L,297.6,309.1,1449,49.1,174,0,0,0,0,0,0,0,8543.4
M,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,1,4822.4
M,297.6,309.0,1427,45.6,179,0,0,0,0,0,0,1,8162.400000000001
M,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,1,6934.2
L,297.5,308.9,1469,44.0,185,0,0,0,0,0,0,0,8140.0
L,297.5,308.9,1390,47.4,187,0,0,0,0,0,0,0,8863.8
L,297.5,308.9,1729,28.1,189,0,0,0,0,0,0,0,5310.900000000001
L,297.5,309.0,1470,43.5,191,0,0,0,0,0,0,0,8308.5
L,297.5,308.9,1459,48.5,193,0,0,0,0,0,0,0,9360.5
L,297.5,308.9,1738,24.0,195,0,0,0,0,0,0,0,4680.0
H,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,2,7426.900000000001
L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,0,5130.799999999999
L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,0,7099.2
M,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,1,8899.2
L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,0,9969.300000000001
L,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,0,0.0
M,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,1,91.0
H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,2,173.5
L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,0,397.0
M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,1,734.4000000000001
L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,0,709.5
M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,1,724.2
M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,1,664.0
H,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,2,1122.3999999999999
L,297.7,309.0,1874,24.4,28,0,0,0,0,0,0,0,683.1999999999999
L,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,0,1296.0
M,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,1,950.4
M,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,1,1414.0
M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,1,1611.2
H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,2,1082.3999999999999
H,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,2,2557.6
H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,2,2050.2000000000003
L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,0,2200.7999999999997
L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,0,2441.8
L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,0,2298.0
L,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,0,3100.0
L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,0,2905.6
M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,1,1669.8
M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,1,2739.3
L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,0,2894.4
H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,2,2900.8
M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,1,2496.4
L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,0,3288.2000000000003
M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,1,4057.2
H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,2,3558.2999999999997
L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,0,3100.4
L,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,0,3590.8
M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,1,4156.799999999999
L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,0,2702.7000000000003
M,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,1,4635.9
M,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,1,5168.8
M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,1,3006.7000000000003
L,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,0,5082.0
L,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,0,4211.2
L,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,0,5289.599999999999
